medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
020017,Alaska Regional Hospital,2801 Debarr Road,Anchorage,AK,99508,HCA Healthcare,N,5,148,0.8,0.16,495,585.13,25,1.78,0.36,493,47801,2.59,0.52,421,507%,504%,493,2.25,0.44,0.34,0.08,,28.763157894736842,27.934782608695652,32.1219512195122,107883.7692105263,112656.56086956519,107948.72904097561,20353.922105263155,20884.34652173913,18926.634769219512,16771.42605263158,16549.7,15844.719927804877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020024,"Central Peninsula General
Hospital",250 Hospital Place,Soldotna,AK,99669,Independent (IPPS),N,3,363,1.39,0.35,393,501.2,21,0.86,0.41,210,31515,2.26,0.77,340,205%,391%,295,1.82,0.64,0.44,0.13,,23.9,26.0,27.6,40361.799499999994,48843.08600000001,42704.519470666666,10785.762999999999,19093.052,19240.42874113333,9525.7035,17915.621999999996,18030.84760426667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021302,"Providence Seward Medical &
Care Center","417 First Avenue, Po
Box 365",Seward,AK,99664,"Providence Saint
Joseph Health",Y,,31,0.09,0.05,190,690.13,,,,,,,,,,164%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021306,"Prov. Kodiak Island Medical
Center","1915 East Rezanof
Drive",Kodiak,AK,99615,"Providence Saint
Joseph Health",Y,,16,0.08,0.03,248,639.34,,,,,,,,,,226%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021313,South Peninsula Hospital,4300 Bartlett St,Homer,AK,99603,Independent (CAH),Y,4,17,0.08,0.05,185,837.99,,,,,,,,,,161%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030001,Abrazo Maryvale Campus,"5102 West Campbell
Avenue",Phoenix,AZ,85031,"TENET Healthcare
Corporation",N,,12,0.03,0.01,251,247.93,,,,,,,,,,240%,,,,,,,15.636363636363637,21.0,16.5,31180.097272727275,36124.918000000005,57853.10119,11459.037272727272,11525.036000000002,13870.55357,10557.32090909091,10297.194,12723.55357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030002,"Banner University Medical
Center Phx","1111 East Mcdowell
Road",Phoenix,AZ,85006,Banner Health,N,2,122,0.42,0.24,171,183.42,53,1.84,0.72,255,22739,2.26,0.96,141,268%,176%,234,2.09,0.84,0.17,0.12,,28.719745222929937,29.433823529411764,29.071428571428573,81621.3669426752,97599.55558823528,101996.56688185714,18708.05044585987,21237.16176470589,22539.363500928557,16923.334904458607,19409.597941176475,20367.367211157147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030006,Tucson Medical Center,5301 East Grant Road,Tucson,AZ,85712,TMC Healthcare,N,3,217,0.35,0.24,147,144.46,41,0.79,0.58,137,13149,1.14,0.82,98,154%,149%,140,0.95,0.62,0.19,0.2,,36.744827586206895,37.54545454545455,37.377245508982035,48398.0493103448,49402.55863636361,48835.433127844335,13123.880827586208,14350.624870129861,14453.301443215569,11777.60013793104,12936.822792207797,13076.32424856886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030007,Verde Valley Medical Center,269 South Candy Lane,Cottonwood,AZ,86326,"Northern Arizona
Healthcare",N,5,212,0.59,0.14,427,460.9,12,0.42,0.16,258,30438,1.02,0.3,165,271%,500%,335,0.94,0.26,0.08,0.05,,31.470588235294116,27.54054054054054,25.54054054054054,61392.70029411765,68848.7662162162,68824.25160756757,14529.238529411768,15634.45891891892,16367.695440243248,12976.864999999998,14261.499189189188,14528.148716729733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030012,"Yavapai Regional Medical
Center","1003 Willow Creek
Road",Prescott,AZ,86301,"Yavapai Regional
Medical Center",N,3,673,2.13,0.49,437,461.37,25,0.9,0.34,263,25540,3.02,0.83,115,312%,509%,365,2.83,0.66,0.19,0.16,,29.84,30.098765432098766,36.70103092783505,43862.74746666667,43391.292962962965,49286.17416814432,10364.163199999999,10164.185432098766,12278.754978855679,8836.7808,8965.257901234569,10981.781619103094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030013,Yuma Regional Medical Center,2400 South Avenue A,Yuma,AZ,85364,"Yuma Regional
Medical Center",N,3,308,1.96,0.33,589,642.91,23,0.53,0.21,256,21747,2.48,0.54,161,269%,705%,462,2.33,0.44,0.16,0.1,,44.53719008264463,41.346456692913385,43.5045045045045,50875.074958677666,57065.3863779528,53954.71975567568,13831.565041322316,15613.350393700779,14109.48202441442,12520.048016528925,14414.695433070874,12784.647018675674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030014,John C Lincoln Medical Center,"250 East Dunlap
Avenue",Phoenix,AZ,85020,HonorHealth,N,2,244,0.36,0.22,163,160.42,15,0.45,0.19,237,19337,0.82,0.42,148,255.30493936,165%,197,0.71,0.34,0.11,0.08,,28.178947368421053,30.125,27.927835051546392,69053.7565263158,77537.96329545454,81975.27544278349,11745.64252631579,13011.328749999999,13236.484763257726,10440.367789473688,11556.834545454547,11593.970633701032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030016,"Banner Casa Grande Medical
Center","1800 East Florence
Boulevard",Casa Grande,AZ,85122,Banner Health,N,3,63,0.08,0.05,174,177.29,,,,,,,,,,167%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030022,Maricopa Medical Center,"2601 East Roosevelt
Street",Phoenix,AZ,85008,"Maricopa Integrated
Health System",N,3,112,0.1,0.06,159,166.23,,,,,,,,,,185%,,,,,,,21.307692307692307,20.2,25.428571428571427,74995.6653846154,253218.88600000003,81162.90407714286,30881.543076923077,55747.45599999999,26967.738282857143,26664.899999999998,52945.556000000004,25446.51239714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030023,Flagstaff Medical Center,"1200 North Beaver
Street",Flagstaff,AZ,86001,"Northern Arizona
Healthcare",N,5,279,1.13,0.31,364,407.55,35,1.04,0.52,202,30802,2.17,0.83,167,207%,414%,263,1.99,0.72,0.18,0.11,,34.46666666666667,35.81481481481482,34.70886075949367,55397.13433333334,58500.5240740741,55031.03917974684,22891.39933333334,24991.039259259265,23073.969300126584,21060.739111111117,22924.48160493827,21188.894207240504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030024,"St. Josephs Hospital & Medical
Ctr","350 West Thomas
Road",Phoenix,AZ,85013,Dignity Health,N,2,509,1.73,0.6,291,284.72,104,5.65,2.53,223,33398,7.38,3.13,146,237%,322%,236,6.7,2.66,0.68,0.47,,29.536585365853657,30.296,33.264462809917354,94894.58406504065,100903.96872,104622.87972983472,22031.48544715447,23349.5248,23870.43427840496,18883.029268292677,20977.965279999986,20293.290387107438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030030,Abrazo Central Campus,"2000 West Bethany
Home Road",Phoenix,AZ,85015,"Tenet Healthcare
Corporation",N,3,52,0.11,0.05,236,242,,,,,,,,,,242%,,,,,,,27.307692307692307,21.85,20.04,53073.402307692304,43804.373999999996,52488.2231056,13220.567692307694,11639.221499999998,12177.332664160002,11876.787307692306,10342.907000000001,10828.141974759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030036,"Chandler Regional Medical
Center",1955 West Frye Road,Chandler,AZ,85224,Dignity Health,N,3,279,0.89,0.43,206,213.79,73,2.51,0.97,259,22084,3.41,1.4,149,271%,221%,243,3.12,1.21,0.28,0.19,,32.875,32.722627737226276,34.47651006711409,77848.1169852941,99471.35328467151,100637.32152228188,12733.407573529403,14576.435985401458,14372.79282608053,11151.58110294117,13207.3803649635,12726.70312867786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030037,St. Lukes Medical Center,"1800 East Van Buren
Street",Phoenix,AZ,85006,"Steward Health Care
System",N,2,213,0.36,0.18,199,208.09,22,0.45,0.28,160,13051,0.81,0.46,154,164%,210%,175,0.67,0.37,0.13,0.09,,27.964285714285715,42.5,37.88461538461539,68384.50035714285,105632.83349999998,97160.43017576922,12909.085357142856,20623.979499999994,19170.562109230774,11548.937142857143,18759.4475,17652.270779038463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030038,"Scottsdale Osborn Medical
Center",7400 East Osborn Road,Scottsdale,AZ,85251,HonorHealth,N,4,216,0.72,0.34,212,203.65,38,1.35,0.45,300,23728,2.07,0.79,211,312%,218%,262,1.77,0.65,0.29,0.14,,31.405940594059405,30.49532710280374,31.8018018018018,73179.81524752475,76839.75803738319,75545.65601756757,13116.700495049512,13485.416074766352,12468.173897189186,10537.677623762376,11380.380093457945,10919.021489621615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030043,Canyon Vista Medical Center,5700 East Highway 90,Sierra Vista,AZ,85635,Lifepoint Health,N,1,47,0.14,0.04,395,442.89,,,,,,,,,,459%,,,,,,,24.355555555555554,28.170731707317074,29.15,31640.201111111113,30324.650487804876,31796.307913499993,11458.65666666667,10170.570975609759,10381.4978796,10078.994444444443,8652.85292682927,8980.397789675002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030055,"Kingman Regional Medical
Center",3269 Stockton Hill Road,Kingman,AZ,86409,Mayo Clinic,N,2,369,1.21,0.3,396,425.56,19,0.37,0.17,217,19220,1.58,0.48,172,223%,453%,332,1.43,0.39,0.14,0.08,,31.169014084507044,30.676056338028168,33.064516129032256,61524.26098591548,74342.61647887326,71837.94574774192,12084.421971830985,13844.88901408451,13176.936942854842,10774.966056338026,12739.424225352113,11829.939924580643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030061,Banner Boswell Medical Center,"10401 West
Thunderbird Boulevard",Sun City,AZ,85351,Banner Health,N,4,96,0.36,0.12,285,280.97,25,1.15,0.34,345,24063,1.51,0.46,136,377%,322%,328,1.41,0.39,0.1,0.07,,38.13492063492063,37.97142857142857,38.25688073394495,53708.38714285713,65496.36866666665,72639.68866706421,10936.201111111108,12678.631809523813,13874.134286899078,9597.018888888886,11136.596095238094,12499.662994247707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030062,Summit Healthcare,"2200 East Show Low
Lake Road",Show Low,AZ,85901,Independent (IPPS),N,4,92,0.31,0.06,494,501.32,,,,,,,,,,575%,,,,,,,24.545454545454547,25.966666666666665,31.0,38772.3,35395.865999999995,33705.11042535715,13421.879696969698,11158.570333333333,11549.262754892856,12260.031818181818,9941.842,10410.072967785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030064,"Banner University Med Center
Tucson","1501 North Campbell
Avenue",Tucson,AZ,85724,Banner Health,N,2,156,0.29,0.17,173,169.08,29,0.54,0.41,131,14296,0.83,0.58,194,123%,172%,143,0.69,0.51,0.15,0.07,,24.795454545454547,26.027027027027028,25.069767441860463,79534.85765151515,82019.31225225223,82237.5165300775,20517.19121212121,20662.918468468466,22792.80153371318,17426.358560606055,18461.523693693685,19301.094174612404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030065,Banner Desert Medical Center,"1400 South  Dobson
Road",Mesa,AZ,85202,Banner Health,N,2,290,0.89,0.42,210,216.05,62,2.26,1.1,205,30079,3.16,1.53,153,210%,227%,207,2.87,1.34,0.28,0.18,,32.25217391304348,33.03448275862069,32.275590551181104,57471.629913043485,64643.43543103446,70467.53228874014,13754.273652173904,14944.063017241384,14897.155945527562,11932.32052173913,12854.685258620693,13300.54680487402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030068,"Mt. Graham Regional Medical
Center","1600 South 20th
Avenue",Safford,AZ,85546,Independent (IPPS),N,4,25,0.06,0.01,439,473.84,,,,,,,,,,530%,,,,,,,21.166666666666668,21.0,22.5,25255.341666666664,33114.013333333336,31502.736969999998,13403.276666666665,17455.316666666666,16857.690987500002,12133.199999999999,14863.256666666666,15098.960414999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030069,"Havasu Regional Medical
Center",101 Civic Center Lane,"Lake Havasu
City",AZ,86403,Lifepoint Health,N,3,629,4.29,0.76,568,616.47,55,1,0.63,159,12156,5.29,1.38,143,163%,669%,383,4.98,1.16,0.32,0.22,,30.36111111111111,34.6,31.4375,66647.09694444443,81928.04292307691,87922.10070468749,11296.23305555556,13119.785076923077,13068.207201843752,10059.858472222222,11573.67846153846,11452.725442781251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030078,Phoenix Indian Medical Center,4212 North 16th Street,Phoenix,AZ,85016,"U. S. Indian Health
Service",N,,20,0.03,0.01,345,410.53,,,,,,,,,,301%,,,,,,,,12.666666666666666,15.5,,15065.6,8797.104166500001,,14064.223333333333,12202.422915,,13193.273333333333,11360.614585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030083,Abrazo Scottsdale Campus,3929 East Bell Road,Phoenix,AZ,85032,"Tenet Healthcare
Corporation",N,3,65,0.17,0.1,176,195.13,,,,,,,,,,190.14766377,,,,,,,18.458333333333332,18.153846153846153,20.652173913043477,30163.2925,34276.353461538456,41496.01167347826,8271.718333333332,8221.394615384615,9236.726419695651,7205.124166666667,6832.827307692307,7752.958801652173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030085,Northwest Medical Center,"6200 North La Cholla
Boulevard",Tucson,AZ,85741,"Community Health
Systems",N,2,427,0.92,0.56,163,157.67,106,1.15,0.77,150,13274,2.06,1.33,122,163%,169.08422794,156,1.69,1.02,0.38,0.31,,32.71568627450981,34.09615384615385,32.88775510204081,67764.56029411762,74061.83009615385,75104.07543806123,9860.07049019608,10447.615673076918,10814.494626265312,8630.085392156861,9168.843750000002,9477.215483153062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030087,"Scottsdale Shea Medical
Center","9003 East Shea
Boulevard",Scottsdale,AZ,85260,HonorHealth,N,4,249,0.8,0.5,159,150.14,61,1.11,0.46,239,17752,1.91,0.97,137,262%,165%,197,1.64,0.77,0.27,0.2,,36.26618705035971,36.3006993006993,37.79710144927536,77372.08273381295,82932.08251748253,77221.71007507251,13116.549784172654,13789.321888111886,12375.70503234058,10850.137266187046,11701.253496503496,10657.37334694203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030088,"Banner Baywood Medical
Center","6644 East Baywood
Avenue",Mesa,AZ,85206,Banner Health,N,4,137,0.39,0.17,227,226.43,27,0.58,0.2,299,23146,0.97,0.37,152,337%,243%,265,0.86,0.29,0.11,0.07,,43.504,44.16949152542373,46.271028037383175,55448.82512000003,55101.30016949151,58985.57937439253,9876.293199999993,10001.866949152545,10600.9034744486,8507.7028,8669.28288135593,9159.693103056077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030089,"Banner Thunderbird Medical
Center","5555 West Thunderbird
Road",Glendale,AZ,85306,Banner Health,N,2,304,1.01,0.48,210,211.36,60,1.5,0.59,252,21802,2.51,1.08,125,270%,232%,233,2.29,0.9,0.22,0.17,,31.514851485148515,31.666666666666668,32.306666666666665,62474.800594059394,72842.01518518518,81287.85521760001,13894.177920792079,14760.64913580247,16173.543380906673,11987.819207920786,12689.602716049383,13909.376679386667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030092,Deer Valley Medical Center,"19829 North 27th
Avenue",Phoenix,AZ,85027,HonorHealth,N,3,326,0.89,0.39,228,234.99,23,0.5,0.2,248,19465,1.39,0.59,146,269%,252%,235,1.21,0.47,0.18,0.13,,28.613333333333333,29.89189189189189,31.493506493506494,62695.019066666675,69085.78162162162,68079.8576972727,10817.934666666664,11474.724054054055,10954.693873792206,9249.844000000005,10041.124054054055,9054.447489883118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030093,"Banner Del E Webb Medical
Center","14502 West Meeker
Boulevard",Sun City West,AZ,85375,Banner Health,N,4,309,0.9,0.47,191,191.26,46,0.91,0.4,230,17644,1.81,0.87,140,249%,207%,209,1.56,0.68,0.26,0.18,,40.9009900990099,39.1078431372549,44.11702127659574,51691.46653465347,60350.05117647059,59802.66478702128,10642.947524752479,11633.534313725495,11189.43089729787,9372.116732673267,10317.918333333333,9898.336541893616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030094,Abrazo Arrowhead Campus,"18701 North 67th
Avenue",Glendale,AZ,85308,"Tenet Healthcare
Corporation",N,3,206,0.52,0.3,173,172.98,38,1.05,0.51,207,18997,1.56,0.8,139,218%,178%,194,1.39,0.68,0.18,0.13,,26.79245283018868,32.04651162790697,30.768421052631577,43990.10924528303,80127.97011627907,91282.36793642107,11514.609433962263,16754.439651162793,16982.864430094738,10063.747547169809,15372.62372093024,15572.515725936844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030101,"Western Arizona Regional
Medical Center",2735 Silver Creek Road,Bullhead City,AZ,86442,"Community Health
Systems",N,1,181,0.18,0.13,142,141.29,,,,,,,,,,141%,,,,,,,28.50793650793651,27.755102040816325,31.38888888888889,107824.5007936508,125922.61612244902,114854.88132305557,9879.87126984127,10649.307346938775,9376.364015083334,8466.802063492065,9180.497142857144,8062.255775194445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030103,Mayo Clinic Hospital,"5777 East Mayo
Boulevard",Phoenix,AZ,85054,Mayo Clinic,N,5,1216,8.05,1.93,416,398.75,166,9.03,3.13,288,28937,17.08,5.07,394,283%,401.80603689,337,13.88,4.26,3.2,0.81,,36.96363636363636,38.952095808383234,40.034285714285716,57372.14806060602,59293.267664670675,58812.95621565713,22865.534424242418,23167.379640718547,22792.498298274273,15955.26303030303,16067.707904191619,15825.483385662865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030107,Az Spine & Joint Hospital,"4620 East Baseline
Road",Mesa,AZ,85206,"National Surgical
Healthcare",N,,17,0.09,0.08,125,146.82,,,,,,,,,,100%,,,,,,,75.0,82.2,113.25,54399.948,82486.452,101136.07733999999,15670.497999999998,17884.768,19051.131775,14259.423999999999,15154.928,16603.3081825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030108,"The Core Institute Specialty
Hospital","6501 North 19th
Avenue",Phoenix,AZ,85015,Independent (IPPS),N,,29,0.09,0.13,74,77.74,,,,,,,,,,69%,,,,,,,37.6,101.75,117.33333333333333,38599.342000000004,38069.11,42676.4365,17113.914,15152.822500000002,17431.71789,14461.507999999998,13607.349999999999,15135.619550000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030110,Abrazo West Campus,"13677 West Mcdowell
Road",Goodyear,AZ,85395,"Tenet Healthcare
Corporation",N,3,344,0.68,0.35,197,136.69,38,1.23,0.47,261,22608,1.91,0.82,161,281%,202%,234,1.67,0.67,0.24,0.15,,24.32,26.0,26.50877192982456,34489.89839999999,42511.164444444454,46192.547481754395,8430.8298,9631.429629629627,9193.19168626316,7240.634000000002,8251.057777777776,7828.128063824562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030114,"Northwest Medical Center Oro
Valley","1551 East Tangerine
Road",Oro Valley,AZ,85755,"Community Health
Systems",N,4,373,0.73,0.39,187,180.02,19,0.31,0.17,180,13156,1.04,0.56,163,192%,190%,185,0.86,0.45,0.18,0.11,,31.03846153846154,33.05263157894737,34.48148148148148,55570.08999999998,55945.471228070186,60663.76675185185,7419.474807692308,6914.876140350876,8187.175791296298,6208.252692307693,5815.859824561404,6921.376650814816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030115,Banner Estrella Medical Center,"9201 West Thomas
Road",Phoenix,AZ,85037,Banner Health,N,4,331,0.95,0.42,227,223.33,56,2.04,0.57,355,32248,2.99,1,152,379%,244%,300,2.76,0.85,0.23,0.15,,32.71111111111111,27.02,27.849056603773583,57561.818444444456,63261.93500000001,65102.95014056604,12342.355555555552,12718.1024,13064.302901660378,10064.307555555557,10610.644000000004,11222.135130433966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030117,Valley View Medical Center,5330 South Highway 95,Fort Mohave,AZ,86426,Lifepoint Health,N,3,182,0.15,0.09,162,159.1,11,0.14,0.07,191,13593,0.29,0.16,141,198%,165.03114528,175,0.25,0.14,0.04,0.03,,23.391304347826086,29.5,29.416666666666668,52216.547826086964,64779.40857142857,71257.49505666667,6653.974347826087,7437.578571428572,8649.200012250001,5354.567826086955,6138.45642857143,7361.0265161666675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030118,"Yavapai Regional Medical
Center East Campus","7700 East Florentine
Road",Prescott Valley,AZ,86314,"Yavapai Regional
Medical Center",N,,34,0.08,0.03,309,326.97,,,,,,,,,,366%,,,,,,,26.166666666666668,27.166666666666668,,26952.082916666666,24642.096666666668,,8078.157499999998,7443.335416666665,,6897.687083333335,6266.488333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030119,Mercy Gilbert Medical Center,"3555 South Val Vista
Drive",Gilbert,AZ,85297,Dignity Health,N,3,201,0.64,0.29,217,232.77,56,1.24,0.47,266,25752,1.88,0.76,143,298.17720818,235.45300627,247,1.64,0.59,0.24,0.17,,32.82608695652174,31.76923076923077,31.57831325301205,63524.60028985507,76736.66346153847,80295.81450180722,10756.11623188406,11973.285641025643,11793.441870759036,9026.910724637683,10511.637820512826,10450.437724469879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030120,Gilbert Hospital,"5656 South Power
Road",Gilbert,AZ,85295,Independent (IPPS),N,,24,0.04,0.01,398,413,,,,,,,,,,452%,,,,,,,11.0,13.5,,33203.09,54931.655,,7649.73,15527.18,,6749.36,14630.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030121,Mountain Vista Medical Center,"1301 South Crismon
Road",Mesa,AZ,85209,"Steward Health Care
System",N,2,64,0.12,0.09,140,130.55,16,0.52,0.18,282,23240,0.64,0.27,167,290.96579802,137%,236,0.59,0.24,0.05,0.03,,25.25925925925926,25.862745098039216,26.67391304347826,81456.03759259259,68617.14019607841,79634.8370623913,13814.442777777782,12267.490784313724,15607.756187456524,12309.05925925926,11006.949999999999,14069.045534826084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030122,"Banner Gateway Medical
Center",1900 North Higley Road,Gilbert,AZ,85234,Banner Health,N,3,238,0.8,0.29,278,264.25,45,1.79,0.39,458,43751,2.59,0.68,174,527%,302%,382,2.35,0.54,0.24,0.14,,27.017857142857142,26.245283018867923,24.9375,45957.39892857143,53470.85641509434,63893.713538125005,10058.754107142859,10984.440377358489,12070.307461041666,8715.800000000001,9684.270377358489,10585.817181958335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
